Entity,Type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#prefLabel,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001078,Class,,"'solute'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001079,Class,,"'Powder'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001081,Class,"'precursor solution'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001083,Class,,"'Encapsulation'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001084,Class,"'soped precursor solution'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001086,Class,,"'Molar Ratio'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001088,Class,,"'Chemical formula'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001094,Class,"'total pressure'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001095,Class,,"'time since last process'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001096,Class,,"'certified'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001100,Class,,"'calibration'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001102,Class,,"'resistance'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001103,Class,,"'shunt resistance'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001104,Class,,"'series resistance'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001105,Class,,"'current density maximum power point'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001106,Class,,"'voltage maximum power point'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001107,Class,,"'fill factor'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001108,Class,,"'short circuit current density'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001117,Class,,"'Solution dispense'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001118,Class,,"'logistical processing'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001119,Class,,"'Mask area'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001122,Class,,"'illumination direction'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001123,Class,,"'Scan speed'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001124,Class,,"'Delay time'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001128,Class,,"'intensity'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001129,Class,,"'light intensity'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001131,Class,,"'Pumping'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001132,Class,,"'Syringe pumping'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001135,Class,,"'integrated current density'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001136,Class,,"'Ink jetting'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001138,Class,,"'Stability measurement'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001140,Class,,"'Load condition'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001141,Class,,"'ultraviolett filter used'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001142,Class,,"'Cycling time'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001144,Class,"'solution handling'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001145,Class,,"'calibration data'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00001147,Class,,"'jv analysis'",
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002000,Class,"'shaking rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002001,Class,"'annealing temperature'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002002,Class,"'rotation acceleration setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002003,Class,"'iv curve'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002004,Class,"'plate spacing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002005,Class,"'rotation speed setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002006,Class,"'duration setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002007,Class,"'scan'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002008,Class,"'thermal physical vapour deposition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002009,Class,"'Laser energy'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002010,Class,"'eqe curve'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002011,Class,"'Electric power'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002012,Class,"'Volumetric flow rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002013,Class,"'final temperature'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002014,Class,"'heating rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002015,Class,"'data transformation output'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002016,Class,"'solarcell efficiency datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002017,Class,"'Aspiration speed'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002018,Class,"'Dispense speed'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002019,Class,"'aspiration acceleration'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002020,Class,"'dispense acceleration'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002021,Class,"'scalar datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002022,Class,"'Up conversion layer'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002023,Class,"'Down conversion layer'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002024,Class,"'CIGS'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002025,Class,"'assay tabular data'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002026,Class,"'Rotation speed'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002027,Class,"'Ambient pressure'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002028,Class,"'current unit'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002029,Class,"'solar cell morphology'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002030,Class,"'data transforming algorithm'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002031,Class,"'Analytical model'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002032,Class,"'illumination direction setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002033,Class,"'wavelength step size'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002034,Class,"'light intensity setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002035,Class,"'pvd source'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002036,Class,"'time range setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002037,Class,"'Emulsion'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002038,Class,"'Chemical composition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002039,Class,"'cycling time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002040,Class,"'wavelength setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002041,Class,"'load balance setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002042,Class,"'photovoltaic device'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002043,Class,"'Sublayer'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002044,Class,"'Functional layer'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002045,Class,"'solar cell boolean quality'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002046,Class,"'scan rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002047,Class,"'scan rate voltage'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002048,Class,"'vaccuum quenching'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002049,Class,"'Rotation acceleration'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002050,Class,"'fill factor datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002051,Class,"'Wet chemical deposition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002052,Class,"'Vapor based deposition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002053,Class,"'Ink jet printing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002054,Class,"'Gravure printing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002055,Class,"'Offset printing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002056,Class,"'Screen printing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002057,Class,"'Aerosol printing'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002058,Class,"'scan rate setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002059,Class,"'Drop casting'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002060,Class,"'Blade coating'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002061,Class,"'Electrophoretic deposition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002062,Class,"'Sol-gel deposition'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002063,Class,"'open circuit voltage datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002064,Class,"'voltage maximum power point datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002065,Class,"'current density maximum power point datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002066,Class,"'Close space sublimation'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002067,Class,"'short circuit current datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002068,Class,"'current density unit'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002069,Class,"'total area datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002070,Class,"'effective area datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002071,Class,"'process temperature setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002072,Class,"'process time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002073,Class,"'annealing temperature setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002074,Class,"'scan rate voltage setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002075,Class,"'scan rate voltage unit'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002076,Class,"'integration time'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002077,Class,"'settling time'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002078,Class,"'compliance'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002079,Class,"'scan direction'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002080,Class,"'process logging'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002081,Class,"'starting voltage'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002082,Class,"'stopping voltage'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002083,Class,"'voltage step size'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002084,Class,"'illuminated iv measurement'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002085,Class,"'reference solar cell'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002086,Class,"'wavelength step size setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002087,Class,"'power density unit'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002088,Class,"'scan direction setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002089,Class,"'starting voltage setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002090,Class,"'stopping voltage setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002091,Class,"'voltage step size setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002092,Class,"'settling time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002093,Class,"'integration time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002094,Class,"'compliance setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002095,Class,"'pvd process logging'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002096,Class,"'area measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002097,Class,"'active area measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002098,Class,"'current measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002099,Class,"'shunt resistance datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002100,Class,"'series resistance datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002101,Class,"'resistance area unit'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002102,Class,"'temperature measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002103,Class,"'power measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002104,Class,"'power setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002105,Class,"'shutter status'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002106,Class,"'shutter status setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002107,Class,"'gas mixture'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002108,Class,"'gas flow rate setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002109,Class,"'shutter status'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002110,Class,"'thinfilm depostion rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002111,Class,"'temperature setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002112,Class,"'device temperature setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002113,Class,"'thermal pvd source'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002114,Class,"'gas flow rate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002115,Class,"'tabular data'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002116,Class,"'process log'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002117,Class,"'pvd process log'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002118,Class,"'pressure measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002119,Class,"'thin film deposition rate measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002120,Class,"'total pressure measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002121,Class,"'partial pressure measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002122,Class,"'substrate'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002123,Class,"'light bias'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002124,Class,"'light bias setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002125,Class,"'chopper frequency'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002126,Class,"'chopper frequency setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002127,Class,"'voltage bias'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002128,Class,"'voltage bias setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002129,Class,"'scan rate wavelength'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002130,Class,"'scan rate wavelength setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002131,Class,"'time quality of a process'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002132,Class,"'eqe analysis'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002133,Class,"'eqe bandgap datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002134,Class,"'integrated jsc datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002135,Class,"'integrated j0rad datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002136,Class,"'voc rad datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002137,Class,"'urbach energy datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002138,Class,"'urbach energy fit standard deviation datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002139,Class,"'external quantum efficiency datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002140,Class,"'eqe bandgap'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002141,Class,"'integrated jsc'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002142,Class,"'integrated j0rad'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002143,Class,"'voc rad'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002144,Class,"'urbach energy'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002145,Class,"'urbach energy fit standard deviation'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002146,Class,"'external quantum efficiency'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002147,Class,"'electric potential measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002148,Class,"'biased illumination process'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002149,Class,"'electrical potential quality of a process'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002150,Class,"'anti solvent dropping time'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002151,Class,"'anti solvent dropping time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002152,Class,"'chemical substance role'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002154,Class,"'product role'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002155,Class,"'anti solvent role'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002156,Class,"'dropping time'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002157,Class,"'dropping time setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002158,Class,"'volume setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002159,Class,"'anti solvent volume setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00002160,Class,"'precursor solution volume setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005000,Class,"'power quality of a process'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005001,Class,"'uv/vis spectroscopy'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005002,Class,"'reflection uv/vis measurement'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005003,Class,"'transmittance uv/vis measurement'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005004,Class,"'uv/vis curve'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005005,Class,"'electric potential setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005006,Class,"'reflection uv/vis curve'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005007,Class,"'transmittance uv/vis curve'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005008,Class,"'transmittance measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005009,Class,"'reflectance measurement datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005010,Class,"'reflectance'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005011,Class,"'wavenlength quality of a process'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005012,Class,"'starting wavelength'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005013,Class,"'stopping wavelength'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005014,Class,"'starting wavelength setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005015,Class,"'stopping wavelength setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005016,Class,"'plasma power'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005018,Class,"'plasma power setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005019,Class,"'plasma'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00005020,Class,"'mass setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00009995,Class,"'substrate temperature setting datum'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00009996,Class,"'substrate temperature'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00009997,Class,"'photovoltaic device efficiency active area'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00009998,Class,"'photovoltaic device efficiency total area'",,
http://www.semanticweb.org/ot2661/ontologies/2022/8/TFSCO#TFSCO_00009999,Class,"'stacked tandem cell'",,
http://www.w3.org/2002/07/owl#Thing,Class,,,
http://purl.obolibrary.org/obo/BFO_0000051,ObjectProperty,,,
http://purl.obolibrary.org/obo/BFO_0000054,ObjectProperty,"'realized in'",,
http://purl.obolibrary.org/obo/BFO_0000055,ObjectProperty,"'realizes'",,
http://purl.obolibrary.org/obo/BFO_0000066,ObjectProperty,"'occurs in'",,
http://purl.obolibrary.org/obo/BFO_0000067,ObjectProperty,"'contains process'",,
http://purl.obolibrary.org/obo/IAO_0000039,ObjectProperty,"'has unit label'",,
http://purl.obolibrary.org/obo/IAO_0000136,ObjectProperty,"'is about'",,
http://purl.obolibrary.org/obo/IAO_0000221,ObjectProperty,"'is quality measurement of'",,
http://purl.obolibrary.org/obo/IAO_0000413,ObjectProperty,"'is duration of'",,
http://purl.obolibrary.org/obo/IAO_0000417,ObjectProperty,"'is quality measured as'",,
http://purl.obolibrary.org/obo/IAO_0000418,ObjectProperty,"'is quality specification of'",,
http://purl.obolibrary.org/obo/IAO_0000419,ObjectProperty,"'quality is specified as'",,
http://purl.obolibrary.org/obo/IAO_0000581,ObjectProperty,"'has time stamp'",,
http://purl.obolibrary.org/obo/IAO_0000583,ObjectProperty,"'has measurement datum'",,
http://purl.obolibrary.org/obo/OBI_0000293,ObjectProperty,"'has_specified_input'",,
http://purl.obolibrary.org/obo/OBI_0000295,ObjectProperty,"'is_specified_input_of'",,
http://purl.obolibrary.org/obo/OBI_0000299,ObjectProperty,"'has_specified_output'",,
http://purl.obolibrary.org/obo/OBI_0000312,ObjectProperty,"'is_specified_output_of'",,
http://purl.obolibrary.org/obo/OBI_0000417,ObjectProperty,"'achieves_planned_objective'",,
http://purl.obolibrary.org/obo/OBI_0000833,ObjectProperty,,,
